Scaffold ID	Scaffold SMILES	Cluster ID	Score
SCAFFA435	O=C(c1ccccc1)c1ccc[nH]1	40	1.0
SCAFFA436	C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1	11	1.23376623
SCAFFA437	c1ccc(Nc2ccnc3ccccc23)cc1	7	1.0
SCAFFA438	c1ccc(Sc2ccccc2N2CCNCC2)cc1	150	1.0
SCAFFA439	c1ccc(Nc2ccnc(Nc3ccccc3)n2)cc1	7	1.0
SCAFFA440	c1ccc(-c2nc3ccccc3o2)cc1	47	1.0
SCAFFA441	c1ccc(Cc2cccc([C@H]3CCCCO3)c2)cc1	41	1.0
SCAFFA442	c1ccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)cc1	34	1.11688312
SCAFFA443	O=C1NCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](Oc3cc(-c4nccs4)nc4ccccc34)C[C@@H]12	149	1.0
SCAFFA444	O=C(NC1CCNCC1)c1cccc2c1OCC2	137	1.0
SCAFFA445	c1ccc([C@]2(CCNCc3cccs3)CCOC3(CCCC3)C2)nc1	276	1.0
SCAFFA446	O=c1nc(-c2cccc(S(=O)(=O)N3CCNCC3)c2)[nH]n2cncc12	148	1.0
SCAFFA447	c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)NCC[C@@]341	50	1.0
SCAFFA448	O=C(CC12CC3CC(CC(C3)C1)C2)N1CC[C@@H]2C[C@@H]21	275	1.0
SCAFFA449	C1=C[C@@H](c2ccccc2)CCC1	1	1.0
SCAFFA450	c1ccc2nn(-c3ccc([C@@H]4CCCNC4)cc3)cc2c1	274	1.0
SCAFFA451	O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CO[C@H]2OCC[C@H]21	134	1.0
SCAFFA452	C(=C1c2ccccc2-c2ccccc21)c1ccccc1	26	1.0
SCAFFA453	c1cc2c(cc1-c1ccc3[nH]c([C@H]4N[C@@H]5CC[C@H]4C5)nc3c1)Cc1cc(-c3c[nH]c([C@@H]4CC5(CC5)CN4)n3)ccc1-2	273	1.0
SCAFFA454	O=c1nc2[nH]c3ccccc3nc-2c(=O)[nH]1	67	1.11688312
SCAFFA455	O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1	142	1.0
SCAFFA456	O=c1nc[nH]c2c1N[C@@H](CNc1ccccc1)CN2	78	1.11688312
SCAFFA457	c1ccc(-c2cc3ccccc3n2Cc2ccc(OCCN3CCCCCC3)cc2)cc1	65	1.0
SCAFFA458	c1ncc(C[n+]2ccsc2)cn1	272	1.0
SCAFFA459	O=C1OCC/C=C/C=C/[C@H](O[C@H]2CCCCO2)C/C=C/CC/C=C/C=C/1CO[C@H]1CC[C@H](OC(=O)c2ccccc2)CO1	97	1.0
SCAFFA460	O=c1[nH]cnc2c1NCCN2	271	1.0
SCAFFA461	O=C1CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](c2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(OCc3ccccc3)cc2)N1	9	1.0
SCAFFA462	O=C1CNC(=O)CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCc2ccc3ccccc3c2)CSSCCN1	9	1.0
SCAFFA463	O=C(Cc1ccccc1)Nc1cnc(N2CCNCC2)cc1-c1ccccc1	113	1.0
SCAFFA464	O=C(Cc1cscn1)Nc1ccc(CCNCCc2ccccc2)cc1	52	1.0
SCAFFA465	O=C1C[C@H](c2ccccc2)Sc2ccccc2N1	75	1.0
SCAFFA466	O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1	270	1.0
SCAFFA467	O=C1CNC(=O)CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCc2ccccc2)CSSCCN1	9	1.0
SCAFFA468	C(=C(c1ccccc1)c1ccccc1)c1ccccc1	26	1.11688312
SCAFFA469	c1ccc(C(Cn2cncn2)Cn2cncn2)cc1	58	1.0
SCAFFA470	O=C(O[C@H]1C[C@H]2CC[C@@H](C1)[N+]21CCCC1)C(c1ccccc1)c1ccccc1	43	1.0
SCAFFA471	C1=C[C@H]2CC(c3ccc4c(c3)[C@@]35CCN6CC=CC(CC[C@@H]3N4)[C@H]65)c3[nH]c4ccccc4c3CN(C1)C2	100	1.0
SCAFFA472	O=C1NC(=O)C(Cc2ccc(OCCNc3ccccn3)cc2)S1	74	1.0
SCAFFA473	c1ccc(-c2ccncc2)cc1	7	1.0
SCAFFA474	O=c1[nH]cnc2[nH]cc(CCc3ccccc3)c12	2	1.0
SCAFFA475	C(CCN1CCCCC1)=C(c1cccs1)c1cccs1	269	1.0
SCAFFA476	O=C(CCCc1ccccc1)N1CCn2cnnc2C1	147	1.0
SCAFFA477	O=c1cc(N2CCCCC2)n(Cc2ccccc2)c(=O)[nH]1	268	1.0
SCAFFA478	c1ccc(C2CCC2)cc1	1	1.0
SCAFFA479	C=C1c2ccccc2COc2ccccc21	102	1.0
SCAFFA480	O=C(Nc1n[nH]c2ccc(Cc3ccccc3)cc12)c1ccc(N2CCNCC2)cc1NC1CCOCC1	267	1.0
SCAFFA481	O=C1CCSSCCNC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)CN1	9	1.0
SCAFFA482	O=C1NCc2n[nH]cc2-c2cncc(c2)OCc2ccccc21	266	1.0
SCAFFA483	O=C(Nc1ccccn1)c1ccc(-c2nc([C@@H]3CCCN3)n3ccncc23)cc1	82	1.0
SCAFFA484	O=C1N(c2cccnc2)C(=S)N(c2ccccc2)C12CCC2	28	1.0
SCAFFA485	c1ccc(CO[C@@H]2COc3nccn3C2)cc1	265	1.0
SCAFFA486	O=C(Nc1ncc(-c2ccncc2)s1)N1CCCC1	264	1.0
SCAFFA487	O=C(/C=C\n1cnc(-c2ccccc2)n1)NNc1cnccn1	263	1.0
SCAFFA488	c1ccc(-c2n[nH]cc2-c2ccncn2)cc1	16	1.0
SCAFFA489	O=C(Nc1ccc(C[C@@H]2CC[C@H](Cc3ccccc3)N2)cc1)[C@@H]1CCc2nccc(=O)n21	262	1.0
SCAFFA490	O=c1[nH]nc2c3c(cccc13)N[C@H](c1ccccc1)[C@H]2c1ncn[nH]1	261	1.0
SCAFFA491	O=C(NC1=Nc2cc(OCCCN3CCOCC3)ccc2C2=NCCN12)c1cncnc1	19	1.0
SCAFFA492	O=C(NCCn1ccc(-c2ccccc2)n1)c1cc[nH]n1	260	1.0
SCAFFA493	c1nc(NC2CCC2)c2cc[nH]c2n1	73	1.0
SCAFFA494	c1ccc(Nc2ccc3ncc(-c4cn[nH]c4)nc3c2)cc1	7	1.0
SCAFFA495	O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3ccccc3)nc12)N1CCCC1	259	1.0
SCAFFA496	O=C(NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c1cccc([C@@H]2CNCc3ccccc32)c1)NCCOCCOCCNS(=O)(=O)c1cccc([C@@H]2CNCc3ccccc32)c1	258	1.0
SCAFFA497	O=C(NC[C@@H]1CCCCO1)[C@@H]1CCCN1	146	1.11688312
SCAFFA498	O=C(Nc1ccccc1C(=O)Nc1ccccn1)c1ccccc1	4	1.0
SCAFFA499	O=c1ccn(-c2ccccn2)c2cc(N3CCC3)ccc12	57	1.0
SCAFFA500	c1ccc(-c2cncnc2OCCOc2ncccn2)cc1	257	1.0
SCAFFA501	O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccccc5)O4)cc3)CC2)cc1	49	1.0
SCAFFA502	C1=CC2CC[C@@H]3Nc4ccc(C5C[C@@H]6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4[C@@]34CCN(C1)[C@@H]24	100	1.0
SCAFFA503	O=C(N[C@H](CCN1CC[C@@H]2CCCC[C@@H]2C1)CSc1ccccc1)c1ccccc1	101	1.0
SCAFFA504	O=C(N[C@@H]1CCc2ccccc21)[C@@H](CCCN1CCN(Cc2cccnc2)CC1)Cc1ccccc1	256	1.0
SCAFFA505	O=C(CC[NH+]1CCc2ccccc2C1Cc1ccccc1)OCCCCCOC(=O)CC[NH+]1CCc2ccccc2C1Cc1ccccc1	255	1.0
SCAFFA506	S=P(N1CC1)(N1CC1)N1CC1	254	1.0
SCAFFA507	O=C1CC(=O)OCC2OC(=O)N(CCCCn3cnc(-c4cccnc4)c3)[C@@H]2CC(=O)CCC[C@H](O[C@H]2CCCCO2)C1	253	1.0
SCAFFA508	O=C(NC1CCCCC1)NS(=O)(=O)c1ccccc1	6	1.0
SCAFFA509	O=c1[nH]nnn1CCN1CCC(Nc2ccccc2)CC1	30	1.0
SCAFFA510	O=C1C=C2C(CC1)[C@H]1CCC3[C@@H]([C@@H]4C[C@@H]4[C@@]34CCC(=O)O4)[C@@H]1[C@H]1C[C@@H]21	145	1.0
SCAFFA511	c1ccc(-c2c[nH]c3ccccc23)cc1	17	1.0
SCAFFA512	O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1	11	1.11688312
SCAFFA513	O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3CC2CC2)[C@H]1O5	25	1.0
SCAFFA514	C1=CC2=CCCC[C@@H]2CC1	252	1.0
SCAFFA515	O=C(c1ccco1)N1CCN(c2ncc3ccccc3n2)CC1	71	1.0
SCAFFA516	C=C1c2ccccc2C(=O)C2=CC3C(=O)C=CC[C@@H]3C[C@H]12	95	1.0
SCAFFA517	c1ccc(-c2cncnc2)cc1	16	1.0
SCAFFA518	O=C1C=C[C@]2(CC1)Oc1ccccc1C2=O	251	1.0
SCAFFA519	C1=C[C@@]23CCNCc4cccc(c42)O[C@H]3CC1	250	1.0
SCAFFA520	O=C1C=C2CC[C@@H]3C(=C2CC1)CCC1CCC[C@H]13	144	1.0
SCAFFA521	O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1	62	1.0
SCAFFA522	O=S1(=O)CCN(/N=C/c2ccco2)CC1	103	1.0
SCAFFA523	O=C(NN1CCCCCC1)NS(=O)(=O)c1ccccc1	6	1.0
SCAFFA524	O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1	139	1.0
SCAFFA525	O=C(c1ccccc1)c1ccc2[nH]cnc2c1	40	1.0
SCAFFA526	O=C(CCc1ccccc1)c1ccccc1	2	1.0
SCAFFA527	c1ccc([C@@H]2CCCc3ccccc32)cc1	1	1.0
SCAFFA528	N=C1CCO[C@]2(C1)C[C@@H]1C[C@@H](CC=CCC/C=C/C=C3\CO[C@@H]4CC=C[C@@H](C(=O)O1)C34)O2	143	1.0
SCAFFA529	C1C[C@@H]2CCC3OO[C@@]24[C@@H](C1)CCO[C@@H]4O3	249	1.0
SCAFFA530	O=C1CCc2ccc(cc2)Oc2cc3cc(c2O[C@@H]2OCCC[C@H]2O[C@H]2CC(NCc4ccc(-c5ccccc5)cc4)CCO2)Oc2ccc(cc2)[C@@H](O[C@H]2CCCCO2)[C@@H]2NC(=O)[C@H](NC(=O)[C@@H]3NC(=O)CN1)c1cccc(c1)-c1ccccc1CNC2=O	96	1.0
SCAFFA531	C1C[C@@H]2OC[C@H]1O[C@@H]1CC[C@@H](CO1)O[C@@H]1CC[C@@H](CO1)O[C@@H]1CC[C@@H](CO1)O[C@@H]1CC[C@@H](CO1)O[C@@H]1CC[C@@H](CO1)O[C@@H]1CC[C@@H](CO1)O[C@@H]1CC[C@@H](CO1)O2	248	1.0
SCAFFA532	O=C1CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CCSSC[C@@H](C(=O)N2CCCC2)NC(=O)CN1	9	1.23376623
SCAFFA533	C1CCCNCCC1	36	1.0
SCAFFA534	O=c1ccoc2cccc(OCCCOc3cccc4occc(=O)c34)c12	247	1.0
SCAFFA535	c1csc(COc2cccc3ccccc23)c1	246	1.0
SCAFFA536	O=C1c2cc[nH]c2CCC1CN1CCOCC1	130	1.0
SCAFFA537	O=C(C1COc2ccccc2O1)N1CCN(c2ncc3ccccc3n2)CC1	71	1.0
SCAFFA538	c1ccc(CNc2ccccn2)cc1	6	1.11688312
SCAFFA539	O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1	245	1.0
SCAFFA540	c1ccc(CC2=NCCN2)cc1	2	1.0
SCAFFA541	c1ccc(C2CNCCc3ccccc32)cc1	51	1.0
SCAFFA542	O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)ccc2N1	142	1.0
SCAFFA543	c1ccc(N(CC2=NCCN2)c2ccccc2)cc1	72	1.0
SCAFFA544	c1ccc2cnncc2c1	29	1.0
SCAFFA545	C1CC2CCC1C2	141	1.0
SCAFFA546	c1ccc(CCc2ccccc2)cc1	2	1.0
SCAFFA547	C1=CC2CC[C@@H]3Nc4ccc(C5C[C@H]6CCCN(CCc7c5[nH]c5ccccc75)C6)cc4[C@@]34CCN(C1)[C@@H]24	100	1.0
SCAFFA548	c1cc2c3c(c1)O[C@H]1CCC[C@H]4[C@@H](C2)NCC[C@]314	50	1.0
SCAFFA549	O=C(/C=C/CN1CCCCC1)Nc1ccc2ncnc(Nc3ccccc3)c2c1	19	1.0
SCAFFA550	c1ccc(OCC2=NCCN2)cc1	14	1.0
SCAFFA551	O=c1n(CCOc2ccccc2)cnn1CCCN1CCN(c2ccccc2)CC1	38	1.0
SCAFFA552	C1=Cc2ccccc2Cc2ccccc21	15	1.0
SCAFFA553	c1ccc(CN(CCN2CCCC2)c2ccccc2)cc1	140	1.0
SCAFFA554	O=C(C1CCCO1)N1CCN(c2ncc3ccccc3n2)CC1	71	1.0
SCAFFA555	O=C1NC(=O)C(Cc2ccc(OCCc3ccccn3)cc2)S1	74	1.0
SCAFFA556	c1ccc(C2=NCc3cncn3-c3ccccc32)cc1	48	1.0
SCAFFA557	c1ccc(C2CCCC2)cc1	1	1.0
SCAFFA558	O=c1n(CCCN2CCN(c3ccccc3)CC2)nc2ccccn12	38	1.0
SCAFFA559	O=C(NCC1CCCCN1)c1ccccc1	4	1.0
SCAFFA560	c1ccc(CNCCOc2ccccc2)cc1	14	1.0
SCAFFA561	c1ccc(OCC2CNCCO2)cc1	14	1.0
SCAFFA562	c1ccc2c(c1)CCNCC2	15	1.0
SCAFFA563	O=C(NCc1ccccc1)N(Cc1ccccc1)C1CCNCC1	33	1.0
SCAFFA564	c1ccc(OCCCCC2CCNCC2)cc1	14	1.0
SCAFFA565	c1cnc2cc3c(cc2n1)C1CNCC3C1	244	1.0
SCAFFA566	c1ccc(C2CC2)cc1.c1ccc(C2CC2)cc1	1	1.0
SCAFFA567	O=C1CCN2CCc3ccccc3C2C1	139	1.0
SCAFFA568	N=C1CCCN1Cc1cc(=O)[nH]c(=O)[nH]1	243	1.0
SCAFFA569	c1ccc(N2CCN(C3=Nc4ccccc4CN3c3ccccc3)CC2)cc1	242	1.0
SCAFFA570	O=C(Nc1ccccc1)c1cnc(N2CCCC2)c(-c2cc[nH]n2)c1	4	1.0
SCAFFA571	c1ccc(C2CCN(c3ccc(N4[C@@H](c5ccc6[nH]c([C@@H]7CCCN7)nc6c5)CC[C@@H]4c4ccc5[nH]c([C@@H]6CCCN6)nc5c4)cc3)CC2)cc1	241	1.0
SCAFFA572	O=C1NCC(=O)N2C[C@@H](C[C@H]2C(=O)NC2(C(=O)NS(=O)(=O)C3CC3)CC2)Oc2nc3ccccc3nc2C/C=C/CO[C@@H]2CCC[C@H]2O1	138	1.0
SCAFFA573	c1nc(Nc2ccc(Oc3ccn4ncnc4c3)cc2)c2cc(NC3=NCCO3)ccc2n1	99	1.0
SCAFFA574	c1cncc(CNc2ccc(Cc3c[nH]c4ncccc34)cn2)c1	240	1.0
SCAFFA575	O=C(Nc1ccccc1)[C@H]1CCCN(C(=O)c2ccccc2)[C@H]1c1ccc(NC2CCCC2)cc1	239	1.0
SCAFFA576	c1cc2c(ncc3ncc([C@@H]4CCNC4)n32)[nH]1	238	1.0
SCAFFA577	c1ccc([C@]2(Cn3ccnc3)OC[C@@H](COc3ccc(N4CCNCC4)cc3)O2)cc1	49	1.0
SCAFFA578	O=C(Cc1cccs1)N[C@@H]1BOCCC1	98	1.0
SCAFFA579	c1ccc(-c2ncnc(Nc3ccncc3)n2)nc1	7	1.0
SCAFFA580	O=C(CCc1ccccc1)NCC(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)NCCc1ccccc1	3	1.0
SCAFFA581	C1=C2c3cccc4[nH]cc(c34)C[C@H]2NCC1	70	1.11688312
SCAFFA582	O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H](Cc2ccccc2)NC(=O)CN1.O=C1CCCNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H](Cc2ccccc2)NC(=O)CN1	9	1.0
SCAFFA583	C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1.C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1.C1CC[C@@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)OC1	12	1.0
SCAFFA584	C1CC1	36	1.0
SCAFFA585	O=C(Nc1ccccc1)[C@@H]1CCCCN1	4	1.0
SCAFFA586	O=c1c(-c2ccccc2)cn(Cc2ccccc2)c(=O)n1CCc1ccccc1	237	1.0
SCAFFA587	O=C1/C=C\C=C\CCCCCCCC/C=C/OC2Oc3ccc4cc(ccc4c3C2=O)N1	45	1.0
SCAFFA588	O=C(Nc1nc(-c2cccs2)c(N2CCN(C3CCCCC3)CC2)s1)c1ccc(N2CCCCC2)nc1	236	1.0
SCAFFA589	O=C1CCCCCCCCCCCC2CCC[C@H](C[C@@H](O[C@H]3CCCCO3)/C=C/C=C/C=C/C=C/CC/C=C/C=C/CCCCO1)O2	97	1.0
SCAFFA590	O=C1Cc2cccc(c2)Oc2cccc(c2)[C@@H]2NC(=O)[C@@H](Cc3ccc(cc3)Oc3cc4cc(c3O[C@H]3CCCCO3)Oc3ccc(cc3)C[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC2=O)c2cccc(c2)-c2c(cccc2O[C@@H]2CCCCO2)CNC3=O)N1	96	1.0
SCAFFA591	O=C(NCC1CCCN1)c1ccccc1	4	1.0
SCAFFA592	N=C(C(=O)N[C@@H]1C(=O)N2C=C(CSc3nc(=O)cn[nH]3)CS[C@H]12)c1cscn1	5	1.0
SCAFFA593	c1ccc(CCCNCc2cccc3ccccc23)cc1	17	1.0
SCAFFA594	O=C(Cc1ccsc1)N[C@@H]1C(=O)N2CCS[C@H]12	8	1.0
SCAFFA595	c1ccc(Oc2ccc3nc[nH]c3c2)cc1	40	1.0
SCAFFA596	c1ccc(C2(Cn3ccnc3)OCC(COc3ccc(N4CCNCC4)cc3)O2)cc1	49	1.0
SCAFFA597	c1cncnc1	69	1.0
SCAFFA598	O=C(NN1C(=O)[C@@H]2[C@@H]3C=C[C@@H]([C@H]4C[C@@H]34)[C@@H]2C1=O)c1ccccc1	4	1.0
SCAFFA599	O=C(CN1CCCC1)Nc1ccc2c(c1)C(=O)C1=CC3C(=O)C=CC[C@@H]3C[C@@H]1C2	95	1.0
SCAFFA600	O=C(Nc1nc(-c2ccccc2)cs1)c1ccccc1	4	1.0
SCAFFA601	O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1conc1-c1ccccc1	8	1.23376623
SCAFFA602	O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1cccc2ccccc12	8	1.0
SCAFFA603	C1=CO[C@H](O[C@@H]2CCC[C@H](O[C@@H]3CCCCO3)C2)CC1	12	1.11688312
SCAFFA604	O=C(NC1CCNCC1)[C@@H]1CC[C@@H]2CN1C(=O)N2	137	1.0
SCAFFA605	O=C(Nc1ccccc1)Nc1cc(Nc2ccc(N3CCNCC3)cc2)ncn1	27	1.0
SCAFFA606	c1ccc(-c2cnc3ncc(Cc4ccc5ncccc5c4)n3n2)cc1	235	1.0
SCAFFA607	c1ccc(-c2nc(-c3cccc4c3CCC4)no2)cc1	89	1.0
SCAFFA608	O=C(NCc1ccccc1)c1cn2c(cc1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2	53	1.0
SCAFFA609	c1ccc(CCn2ncnn2)cc1	2	1.0
SCAFFA610	O=C(NC1CCC1)[C@H](c1ccccc1)N(C(=O)[C@@H]1CCC(=O)N1c1ccccn1)c1cccnc1	234	1.0
SCAFFA611	c1ccc(-c2ccc(CC(Cn3cnnn3)c3ccccc3)nc2)cc1	58	1.0
SCAFFA612	O=C1OC[C@H]2c3c(ccc4c3OCO4)[C@@H](SC[C@]13NCCc1c3[nH]c3ccccc13)[C@H]1[C@@H]3N[C@@H](Cc4ccccc43)CN12	136	1.0
SCAFFA613	O=c1cc(NCc2ccccc2)[nH]c(=O)[nH]1	33	1.0
SCAFFA614	O=C1Nc2c(cnc3[nH]c(CN4CCOCC4)cc23)CN1c1ccccc1	233	1.0
SCAFFA615	O=c1cc(-c2ccc3nccn3n2)nc2ccc(N3CCNC4(CC4)C3)cn12	232	1.0
SCAFFA616	O=S(=O)(c1cccnc1)n1cccc1-c1ccccc1	231	1.0
SCAFFA617	c1ccc(Oc2ccc(-c3cc4n(n3)[C@H](C3CCNCC3)CCN4)cc2)cc1	119	1.0
SCAFFA618	C(#Cc1nn([C@H]2CCNC2)c2ncncc12)c1ccccc1	119	1.0
SCAFFA619	C(=N/OCc1ccc(C2CCCCC2)cc1)\c1ccc(CN2CCC2)cc1	230	1.0
SCAFFA620	c1cc2c(c(C3CC3)c1)CCO2	135	1.0
SCAFFA621	c1ccc(-c2ccc(Cc3cccc([C@H]4CCCCO4)c3)s2)cc1	41	1.0
SCAFFA622	O=C(Nc1ccccc1)c1c[nH]c2ccccc2c1=O	4	1.0
SCAFFA623	c1ccc(Cc2cccc([C@]34CCCC(CO3)O4)c2)cc1	41	1.0
SCAFFA624	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=CCC[C@H]12	5	1.0
SCAFFA625	O=C(Cc1cccs1)NC1C(=O)N2C=CCS[C@H]12	10	1.0
SCAFFA626	O=C(N[C@@H]1C(=O)N2CCS[C@H]12)[C@H](NC(=O)N1CCNC1=O)c1ccccc1	8	1.11688312
SCAFFA627	O=C1C[C@@H](O[C@H]2CCCCO2)C[C@@H](O[C@H]2CCCCO2)CC[C@@]2(CO2)C(=O)CCCCO1	35	1.0
SCAFFA628	O=C1C[C@H]2SCC(CSc3nnn[nH]3)=CN12	5	1.0
SCAFFA629	O=C1CNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@@H](NC(=O)c2cc(=O)cc3oc4cccc(C(=O)N[C@H]5COC(=O)CNC(=O)CNC(=O)[C@@H]6CCCN6C(=O)CNC5=O)c4nc2-3)COC(=O)CN1	229	1.0
SCAFFA630	O=C(N[C@@H](C(=O)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12)c1ccccc1)c1cccnc1	5	1.0
SCAFFA631	O=C(N[C@H](CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)O[C@H]1CCOC1	134	1.0
SCAFFA632	C=C1SC(C(=O)NC2C(=O)N3C=C(CSc4nnn[nH]4)CS[C@H]23)S1	5	1.0
SCAFFA633	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12	5	1.11688312
SCAFFA634	O=C(CC1=CCC=CC1)N[C@@H]1C(=O)N2C=CCS[C@H]12	10	1.0
SCAFFA635	C=C(C(=O)N[C@@H]1C(=O)N2C=CCS[C@H]12)c1cscn1	10	1.0
SCAFFA636	O=c1cn[nH]c2cc3c(cc12)OCO3	228	1.0
SCAFFA637	O=C1[C@@H](/N=C/N2CCCCCC2)[C@H]2SCCN12	227	1.0
SCAFFA638	O=C(NC1CCN(CCCOc2ccccc2)CC1)c1ccccc1	8	1.0
SCAFFA639	N=c1cc2n(-c3ccccc3)c3ccccc3nc-2cc1Nc1ccccc1	226	1.0
SCAFFA640	c1ccc(C(c2ccccc2)[C@@H]2CCN(CCc3ccc4c(c3)CCO4)C2)cc1	133	1.0
SCAFFA641	O=C(Cc1ccccc1)O[C@H]1C[C@H]2CC[C@@H](C1)[NH2+]2	61	1.0
SCAFFA642	O=C(Nc1ccccc1)c1ccccc1	4	1.0
SCAFFA643	O=c1cc[nH]c2cc(N3CCNCC3)ccc12	57	1.11688312
SCAFFA644	c1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1	68	1.11688312
SCAFFA645	O=c1ccc2cc3ccoc3cc2o1	225	1.11688312
SCAFFA646	O=C1NCCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3CCS[C@H]23)c2ccccc2)C1=O	8	1.0
SCAFFA647	O=C1C=CC(=O)c2ccccc21	54	1.11688312
SCAFFA648	O=c1cc[nH]c(=S)[nH]1	112	1.0
SCAFFA649	c1cc[nH+]cc1	121	1.11688312
SCAFFA650	O=C(COc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12	8	1.0
SCAFFA651	c1ccc2[nH]c(-c3cscn3)nc2c1	67	1.0
SCAFFA652	O=S(=O)(Nc1ccno1)c1ccccc1	6	1.0
SCAFFA653	O=S(=O)(Nc1ncccn1)c1ccccc1	6	1.35064935
SCAFFA654	O=C1C[C@@H]2N1CCS2(=O)=O	94	1.0
SCAFFA655	c1cc(NC2=NCCN2)c2nsnc2c1	132	1.0
SCAFFA656	C1CCCC1	36	1.11688312
SCAFFA657	c1ccc2c(c1)CCCN2	15	1.0
SCAFFA658	O=S(=O)(Nc1ccnn1-c1ccccc1)c1ccccc1	6	1.0
SCAFFA659	O=S(=O)(Nc1cnccn1)c1ccccc1	6	1.0
SCAFFA660	O=S(=O)(Nc1nncs1)c1ccccc1	6	1.0
SCAFFA661	C1=C[C@H]2O[C@]23CC[C@H]2[C@@H]4CCCC4CC[C@@H]2C3C1	66	1.0
SCAFFA662	O=C(OC1C[NH+]2CCC1CC2)C(c1ccccc1)c1ccccc1	43	1.0
SCAFFA663	O=c1cc[nH]c2nc(N3CCNCC3)ccc12	93	1.0
SCAFFA664	N=C1CCN(c2ccc3c(=O)ccn(C4CC4)c3n2)C1	224	1.0
SCAFFA665	O=c1[nH]c(=O)c2[nH]cnc2[nH]1.c1ccc(Cc2ccccc2)cc1	22	1.0
SCAFFA666	O=C(CC1CCNCC1)N1CCC([C@@H]2c3ccccc3CCc3cccnc32)CC1	223	1.0
SCAFFA667	C1CNCCN1	36	1.11688312
SCAFFA668	O=c1cc[nH]c2ncccc12	93	1.0
SCAFFA669	O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccccc2)sc2ccccc12	65	1.0
SCAFFA670	O=S(=O)(Nc1ccccn1)c1ccccc1	6	1.0
